ID,step,angle,x,y,x_m,y_m,date,hour,cosHour,sinHour,behavior,Elephant,Stage,Zone
E5,0.010807379997254965,1.2797379798058373,453.7985358379854,6281.193460494834,453798.5358379854,6281193.460494834,2022-08-09T00:19:00Z,0.31666666666666665,0.9965655024977614,0.08280820751220433,Resting,E5,pre,HV_Home
E5,0.018609330137036955,-2.574699517993193,453.78928539409674,6281.187872225847,453789.28539409675,6281187.872225847,2022-08-09T00:50:00Z,0.8333333333333334,0.9762960071199334,0.21643961393810288,Resting,E5,pre,HV_Home
E5,0.017764061769893827,0.5175283611560133,453.79755478113964,6281.204543290783,453797.55478113965,6281204.543290783,2022-08-09T01:19:00Z,1.3166666666666667,0.9411760152563706,0.337916718003327,Resting,E5,pre,HV_Home
E5,0.012060433166275036,-1.623045497194504,453.7965417149606,6281.2222784419655,453796.5417149606,6281222.278441966,2022-08-09T01:50:00Z,1.8333333333333335,0.8870108331782217,0.46174861323503397,Resting,E5,pre,HV_Home
E5,0.007228376150494041,0.874050130919815,453.8086020085674,6281.222336461584,453808.60200856737,6281222.336461584,2022-08-09T02:21:00Z,2.35,0.8166415551616789,0.5771451900372336,Resting,E5,pre,HV_Home
E5,0.011618996324551148,1.9772062061036588,453.8132139199101,6281.227902402254,453813.2139199101,6281227.902402254,2022-08-09T02:50:00Z,2.8333333333333335,0.737277336810124,0.6755902076156602,Resting,E5,pre,HV_Home
E5,0.08122600257643688,-0.8315075487555266,453.8020653331079,6281.231175029318,453802.0653331079,6281231.175029319,2022-08-09T03:20:00Z,3.3333333333333335,0.6427876096865394,0.766044443118978,Resting,E5,pre,HV_Home
E5,0.008422895535467103,0.9898308752766352,453.7664598314199,6281.304181273874,453766.4598314199,6281304.181273874,2022-08-09T03:51:00Z,3.85,0.5336145159156115,0.8457278217039733,Resting,E5,pre,HV_Home
E5,0.050927505475971406,-0.8821956945714673,453.75810498699326,6281.305249798,453758.10498699325,6281305.249798,2022-08-09T04:21:00Z,4.35,0.41865973753742813,0.9081431738250813,Foraging,E5,pre,HV_Home
E5,0.08759430704377497,-1.2452139353337346,453.73099268640493,6281.348360515586,453730.9926864049,6281348.360515586,2022-08-09T04:50:00Z,4.833333333333333,0.3007057995042733,0.9537169507482268,Foraging,E5,pre,HV_Home
E5,0.0878779586378324,-0.6009097640490209,453.7863308536662,6281.416260809184,453786.3308536662,6281416.260809184,2022-08-09T05:20:00Z,5.333333333333333,0.17364817766693041,0.984807753012208,Foraging,E5,pre,HV_Home
E5,0.13787084743059577,0.68061066263955206,453.8706374498259,6281.441058661073,453870.6374498259,6281441.0586610725,2022-08-09T05:51:00Z,5.85,0.03925981575906889,0.9992290362407229,Foraging,E5,pre,HV_Home
E5,0.23947624195041997,-0.2069943070702246,453.94895272900504,6281.554527104344,453948.952729005,6281554.527104344,2022-08-09T06:20:00Z,6.333333333333333,-0.08715574274765801,0.9961946980917455,Foraging,E5,pre,HV_Home
E5,0.0188411782843199,-1.1157717422952709,454.1225852998011,6281.719453150854,454122.5852998011,6281719.4531508535,2022-08-09T06:51:00Z,6.85,-0.22069743502150074,0.9753423205085128,Foraging,E5,pre,HV_Home
E5,0.1723477268943049,1.3632101664113736,454.1402445526077,6281.712884986007,454140.2445526077,6281712.884986008,2022-08-09T07:20:00Z,7.333333333333333,-0.3420201433256685,0.9396926207859084,Foraging,E5,pre,HV_Home
E5,0.14991252718180872,0.3500915367881856,454.2323286466753,6281.8585704643,454232.3286466753,6281858.5704643,2022-08-09T07:50:00Z,7.833333333333333,-0.46174861323503374,0.8870108331782218,Foraging,E5,pre,HV_Home
