ID,step,angle,x,y,x_m,y_m,date,hour,cosHour,sinHour,behavior,Elephant,Stage,Zone
E1,0.013032829629999371,2.0835289829128554,459.2083263061603,6279.398515915893,459208.3263061603,6279398.515915893,2022-08-08T00:05:00Z,0.08333333333333333,0.9997620270799091,0.02181488503456112,Resting,E1,pre,KW_Home
E1,0.005235618452358552,2.0459676703362737,459.1953455543641,6279.397351986784,459195.3455543641,6279397.3519867845,2022-08-08T00:34:00Z,0.5666666666666667,0.9890158633619168,0.1478094111296106,Resting,E1,pre,KW_Home
E1,0.0014455540991892154,-3.0052901610492233,459.1981470092815,6279.392928916479,459198.1470092815,6279392.9289164785,2022-08-08T01:05:00Z,1.0833333333333333,0.9600498543859287,0.27982901403099203,Resting,E1,pre,KW_Home
E1,0.0024036449311352617,-0.3004769346068812,459.1972147625776,6279.394033698239,459197.21476257755,6279394.033698238,2022-08-08T01:34:00Z,1.5666666666666667,0.917060074385124,0.3987490689252462,Resting,E1,pre,KW_Home
E1,0.004768398594719167,-1.7323031789695484,459.196277801601,6279.3962472052035,459196.27780160104,6279396.247205203,2022-08-08T02:04:00Z,2.066666666666667,0.8571673007021123,0.5150380749100542,Resting,E1,pre,KW_Home
E1,0.01684236085208568,3.0389718230643368,459.20091075343,6279.397375647718,459200.91075343,6279397.375647718,2022-08-08T02:35:00Z,2.5833333333333335,0.7798844830928818,0.6259234721840591,Resting,E1,pre,KW_Home
E1,0.012508391996636437,0.1371138426179308,459.18422458708403,6279.395087204634,459184.224587084,6279395.087204634,2022-08-08T03:05:00Z,3.0833333333333335,0.6915130557822694,0.7223639620597555,Resting,E1,pre,KW_Home
E1,0.014968996803979806,0.3650663165036456,459.17218080896964,6279.3917097382655,459172.18080896966,6279391.709738266,2022-08-08T03:35:00Z,3.5833333333333335,0.5913096483635825,0.8064446042674825,Resting,E1,pre,KW_Home
E1,0.010441131735940516,-0.8482281618396241,459.16016063039297,6279.382788630021,459160.16063039296,6279382.788630022,2022-08-08T04:05:00Z,4.083333333333333,0.48098876891938774,0.8767267557075077,Resting,E1,pre,KW_Home
E1,0.008421171672158105,-2.7955404840212834,459.1499483416545,6279.38496265639,459149.9483416545,6279384.96265639,2022-08-08T04:36:00Z,4.6,0.3583679495453004,0.9335804264972017,Resting,E1,pre,KW_Home
E1,0.00380853932030642,-2.2115889402923097,459.1582914113869,6279.386106911506,459158.2914113869,6279386.1069115065,2022-08-08T05:05:00Z,5.083333333333333,0.2376858923261731,0.9713420698132614,Resting,E1,pre,KW_Home
E1,0.010009149655243998,0.9905154867988981,459.15645050317164,6279.382772840617,459156.45050317165,6279382.772840617,2022-08-08T05:36:00Z,5.6,0.10452846326765346,0.9945218953682733,Resting,E1,pre,KW_Home
E1,0.023233694520633993,1.3794178851866656,459.1611259074034,6279.373922774397,459161.1259074034,6279373.922774397,2022-08-08T06:05:00Z,6.083333333333333,-0.02181488503456081,0.9997620270799091,Resting,E1,pre,KW_Home
E1,0.011981499786701722,0.0887776228998362,459.1833583565008,6279.38066983066,459183.3583565008,6279380.669830659,2022-08-08T06:35:00Z,6.583333333333333,-0.1521233861899167,0.9883615104677607,Resting,E1,pre,KW_Home
E1,0.04336700989284767,-0.19923865768241777,459.1944698782493,6279.385152064653,459194.46987824934,6279385.152064653,2022-08-08T07:06:00Z,7.1,-0.2840153447039224,0.9588197348681932,Foraging,E1,pre,KW_Home
